Input,Output
"[-1.1892187266209437, -6.3940909528835865, -2.204653386598801, -6.142929097644138, 2.552094414694108]","[-1.2238264017850555, -6.417813245053209, -2.184814692227841, -6.092788653593933, 2.614621429642291]"
"[-1.2238264017850555, -6.417813245053209, -2.184814692227841, -6.092788653593933, 2.614621429642291]","[-1.1511773083797145, -6.371653067306957, -2.217662767046973, -6.136503001408808, 2.517918843463721]"
"[-1.1511773083797145, -6.371653067306957, -2.217662767046973, -6.136503001408808, 2.517918843463721]","[-1.079435096884134, -6.4451957934068, -2.1383915882237035, -6.206260527827982, 2.607679534906154]"
"[-1.079435096884134, -6.4451957934068, -2.1383915882237035, -6.206260527827982, 2.607679534906154]","[-1.1052464638640365, -6.535781303330769, -2.208839518734715, -6.210252635005526, 2.6429860356122306]"
"[-1.1052464638640365, -6.535781303330769, -2.208839518734715, -6.210252635005526, 2.6429860356122306]","[-1.0887279600247928, -6.44479066436439, -2.251947748059662, -6.189554200764951, 2.7164522222743366]"
"[-1.0887279600247928, -6.44479066436439, -2.251947748059662, -6.189554200764951, 2.7164522222743366]","[-1.0053428192073295, -6.51976082355171, -2.1858133965828914, -6.24039933714529, 2.780619254417966]"
"[-1.0053428192073295, -6.51976082355171, -2.1858133965828914, -6.24039933714529, 2.780619254417966]","[-0.9630427130006836, -6.482641364568108, -2.1429996104228235, -6.245556072358047, 2.845948194460863]"
"[-0.9630427130006836, -6.482641364568108, -2.1429996104228235, -6.245556072358047, 2.845948194460863]","[-0.9211698131590039, -6.458003557859336, -2.206313935074624, -6.334259604987986, 2.763196549709814]"
"[-0.9211698131590039, -6.458003557859336, -2.206313935074624, -6.334259604987986, 2.763196549709814]","[-0.8761578923139681, -6.460472696729457, -2.1747395999710393, -6.338777137177704, 2.814917673125345]"
"[-0.8761578923139681, -6.460472696729457, -2.1747395999710393, -6.338777137177704, 2.814917673125345]","[-0.9061185216176088, -6.406349540857391, -2.237518385164609, -6.380614230897947, 2.7694477509134856]"
"[-0.9061185216176088, -6.406349540857391, -2.237518385164609, -6.380614230897947, 2.7694477509134856]","[-0.9873381684961656, -6.423239556690575, -2.2788007812294486, -6.342396482058554, 2.7683058192241705]"
"[-0.9873381684961656, -6.423239556690575, -2.2788007812294486, -6.342396482058554, 2.7683058192241705]","[-0.9236752289463234, -6.394293330314854, -2.2974096099798245, -6.408118177812237, 2.8035806285679667]"
"[-0.9236752289463234, -6.394293330314854, -2.2974096099798245, -6.408118177812237, 2.8035806285679667]","[-0.8737974503031064, -6.373681715392743, -2.2436325587251207, -6.3188041358647675, 2.897181579209661]"
"[-0.8737974503031064, -6.373681715392743, -2.2436325587251207, -6.3188041358647675, 2.897181579209661]","[-0.7747676641794893, -6.385828583785596, -2.1676863337582577, -6.360538378241884, 2.9876302330931472]"
"[-0.7747676641794893, -6.385828583785596, -2.1676863337582577, -6.360538378241884, 2.9876302330931472]","[-0.7315156551224016, -6.311708377571021, -2.099167514952621, -6.28894409226883, 2.998190790038755]"
"[-0.7315156551224016, -6.311708377571021, -2.099167514952621, -6.28894409226883, 2.998190790038755]","[-0.8238028595185639, -6.258977495561305, -2.1547634026641367, -6.370620570638568, 2.9648482691451123]"
"[-0.8238028595185639, -6.258977495561305, -2.1547634026641367, -6.370620570638568, 2.9648482691451123]","[-0.8590573260618387, -6.349454312299741, -2.150099401725997, -6.3554315783974245, 2.963301688851522]"
"[-0.8590573260618387, -6.349454312299741, -2.150099401725997, -6.3554315783974245, 2.963301688851522]","[-0.7992697818219542, -6.323850642499812, -2.1691780084365884, -6.295615465778954, 3.0442390226130307]"
"[-0.7992697818219542, -6.323850642499812, -2.1691780084365884, -6.295615465778954, 3.0442390226130307]","[-0.7856420120118703, -6.378443564952736, -2.1152538634480194, -6.3782429393034175, 3.060217879474027]"
"[-0.7856420120118703, -6.378443564952736, -2.1152538634480194, -6.3782429393034175, 3.060217879474027]","[-0.7356321724578982, -6.343689735236227, -2.194484576234931, -6.460188437040763, 3.0052083421688334]"
"[-0.7356321724578982, -6.343689735236227, -2.194484576234931, -6.460188437040763, 3.0052083421688334]","[-0.6463146957249245, -6.431868056593719, -2.1490892536950224, -6.45176083502298, 2.9894593368024087]"
"[-0.6463146957249245, -6.431868056593719, -2.1490892536950224, -6.45176083502298, 2.9894593368024087]","[-0.5955222812279233, -6.435193667458459, -2.1479508869335713, -6.408529421700952, 3.026749681475129]"
"[-0.5955222812279233, -6.435193667458459, -2.1479508869335713, -6.408529421700952, 3.026749681475129]","[-0.6870773369452885, -6.4021379569159445, -2.0851748139439903, -6.392080823100922, 2.9784310917898713]"
"[-0.6870773369452885, -6.4021379569159445, -2.0851748139439903, -6.392080823100922, 2.9784310917898713]","[-0.7610484935149525, -6.431207045930216, -1.992027256139423, -6.307482948032122, 3.0662864098087885]"
"[-0.7610484935149525, -6.431207045930216, -1.992027256139423, -6.307482948032122, 3.0662864098087885]","[-0.768590566696519, -6.453726896451797, -1.9170966366517799, -6.229789878942824, 2.983869492341597]"
"[-0.768590566696519, -6.453726896451797, -1.9170966366517799, -6.229789878942824, 2.983869492341597]","[-0.7379400295544769, -6.432538507332119, -1.827024874782985, -6.319448079429105, 3.0445131965887424]"
"[-0.7379400295544769, -6.432538507332119, -1.827024874782985, -6.319448079429105, 3.0445131965887424]","[-0.826197293631898, -6.460040043240166, -1.905189901653819, -6.295673209956244, 3.0435236396182614]"
"[-0.826197293631898, -6.460040043240166, -1.905189901653819, -6.295673209956244, 3.0435236396182614]","[-0.7309772327451065, -6.504418482094913, -1.9224291462872238, -6.354830993947402, 3.054909964202324]"
"[-0.7309772327451065, -6.504418482094913, -1.9224291462872238, -6.354830993947402, 3.054909964202324]","[-0.6380148750117811, -6.601767017886222, -1.915841100139731, -6.425390876305638, 3.0996397861679346]"
"[-0.6380148750117811, -6.601767017886222, -1.915841100139731, -6.425390876305638, 3.0996397861679346]","[-0.568447979408803, -6.508028985492552, -1.9286748256171455, -6.347289900659963, 3.067070187578248]"
"[-0.568447979408803, -6.508028985492552, -1.9286748256171455, -6.347289900659963, 3.067070187578248]","[-0.6437786447151528, -6.540284789926421, -1.9076887943750411, -6.427225524890269, 3.086308810944809]"
"[-0.6437786447151528, -6.540284789926421, -1.9076887943750411, -6.427225524890269, 3.086308810944809]","[-0.6137244799918102, -6.5253413432917675, -1.9436721194376443, -6.526001618179201, 3.0446366070675017]"
"[-0.6137244799918102, -6.5253413432917675, -1.9436721194376443, -6.526001618179201, 3.0446366070675017]","[-0.5402972416873533, -6.434584285984534, -2.024715120223207, -6.589792504199225, 2.978820899419412]"
"[-0.5402972416873533, -6.434584285984534, -2.024715120223207, -6.589792504199225, 2.978820899419412]","[-0.6239046680212108, -6.355891410410304, -2.101462599345417, -6.669475435186525, 2.9555842253894875]"
"[-0.6239046680212108, -6.355891410410304, -2.101462599345417, -6.669475435186525, 2.9555842253894875]","[-0.6942210657183754, -6.400367710573906, -2.059453336146449, -6.744106455405555, 2.856664039919171]"
"[-0.6942210657183754, -6.400367710573906, -2.059453336146449, -6.744106455405555, 2.856664039919171]","[-0.6979164102511367, -6.421983156020006, -2.0874349745170386, -6.798911302908545, 2.8810770654280984]"
"[-0.6979164102511367, -6.421983156020006, -2.0874349745170386, -6.798911302908545, 2.8810770654280984]","[-0.6151791170174048, -6.387369145386828, -2.042838686728566, -6.7622061151308035, 2.802299492583269]"
"[-0.6151791170174048, -6.387369145386828, -2.042838686728566, -6.7622061151308035, 2.802299492583269]","[-0.6203146793368614, -6.448649753240295, -2.079396869402585, -6.753180662283677, 2.8298895453340402]"
"[-0.6203146793368614, -6.448649753240295, -2.079396869402585, -6.753180662283677, 2.8298895453340402]","[-0.559291306000903, -6.518285299002855, -2.081561456260923, -6.799455213174315, 2.9269177272634623]"
"[-0.559291306000903, -6.518285299002855, -2.081561456260923, -6.799455213174315, 2.9269177272634623]","[-0.6074814207087649, -6.598835744773654, -2.1427383705900778, -6.832701278443512, 2.9025839026961795]"
"[-0.6074814207087649, -6.598835744773654, -2.1427383705900778, -6.832701278443512, 2.9025839026961795]","[-0.5640049099724014, -6.5250633088612595, -2.0696740264011737, -6.765164637028945, 2.8573099132113993]"
"[-0.5640049099724014, -6.5250633088612595, -2.0696740264011737, -6.765164637028945, 2.8573099132113993]","[-0.661835738707678, -6.562080481533669, -2.1310757181709996, -6.820761172659891, 2.879441213935687]"
"[-0.661835738707678, -6.562080481533669, -2.1310757181709996, -6.820761172659891, 2.879441213935687]","[-0.6419116110280729, -6.61005877976307, -2.076465796260456, -6.817097999178984, 2.8421279564477584]"
"[-0.6419116110280729, -6.61005877976307, -2.076465796260456, -6.817097999178984, 2.8421279564477584]","[-0.5472823871547212, -6.645371498036848, -2.1293566706959477, -6.818880691992155, 2.9237413435142146]"
"[-0.5472823871547212, -6.645371498036848, -2.1293566706959477, -6.818880691992155, 2.9237413435142146]","[-0.44854679457221536, -6.558870244406741, -2.1094101722138303, -6.814263253809689, 2.929438231708684]"
"[-0.44854679457221536, -6.558870244406741, -2.1094101722138303, -6.814263253809689, 2.929438231708684]","[-0.4014160145597234, -6.476535890117558, -2.0548727594037217, -6.881398231765786, 2.9697623326648683]"
"[-0.4014160145597234, -6.476535890117558, -2.0548727594037217, -6.881398231765786, 2.9697623326648683]","[-0.375319734030998, -6.518843132937263, -2.1254850327050376, -6.968191405739742, 2.9312670838936783]"
"[-0.375319734030998, -6.518843132937263, -2.1254850327050376, -6.968191405739742, 2.9312670838936783]","[-0.4296032895587252, -6.4456375800582775, -2.08687358803424, -6.878604497705632, 2.9209113479418285]"
"[-0.4296032895587252, -6.4456375800582775, -2.08687358803424, -6.878604497705632, 2.9209113479418285]","[-0.4783835995662969, -6.350381988223604, -2.1305165243309494, -6.832369221987117, 2.863555868195304]"
"[-0.4783835995662969, -6.350381988223604, -2.1305165243309494, -6.832369221987117, 2.863555868195304]","[-0.42875662057769093, -6.406553628049767, -2.2302189593395165, -6.765668978679629, 2.917920613059477]"
"[-0.42875662057769093, -6.406553628049767, -2.2302189593395165, -6.765668978679629, 2.917920613059477]","[-0.35085382298880297, -6.365329247528796, -2.1303071724726106, -6.745673885954039, 2.9789391030189956]"
"[-0.35085382298880297, -6.365329247528796, -2.1303071724726106, -6.745673885954039, 2.9789391030189956]","[-0.27941097609625487, -6.413552472034778, -2.1617281350673454, -6.796255600211003, 3.056103579492574]"
"[-0.27941097609625487, -6.413552472034778, -2.1617281350673454, -6.796255600211003, 3.056103579492574]","[-0.3786014711143561, -6.418874352349466, -2.207867857531512, -6.864316247281066, 3.1145634094203163]"
"[-0.3786014711143561, -6.418874352349466, -2.207867857531512, -6.864316247281066, 3.1145634094203163]","[-0.4716977658878304, -6.399796815589171, -2.1701778776536487, -6.828543447636574, 3.077973508291311]"
"[-0.4716977658878304, -6.399796815589171, -2.1701778776536487, -6.828543447636574, 3.077973508291311]","[-0.5141890418465745, -6.318862116519913, -2.142027421437378, -6.754331806769192, 3.0290964559668914]"
"[-0.5141890418465745, -6.318862116519913, -2.142027421437378, -6.754331806769192, 3.0290964559668914]","[-0.43241157772610606, -6.329722919006518, -2.2266203613002, -6.847245582447635, 2.933136880107233]"
"[-0.43241157772610606, -6.329722919006518, -2.2266203613002, -6.847245582447635, 2.933136880107233]","[-0.36868144477793896, -6.363675812288168, -2.269190572190028, -6.835974762267811, 2.8967330129441913]"
"[-0.36868144477793896, -6.363675812288168, -2.269190572190028, -6.835974762267811, 2.8967330129441913]","[-0.3080263814606568, -6.28201666440867, -2.2781502750678335, -6.87673500805076, 2.8555989215355897]"
"[-0.3080263814606568, -6.28201666440867, -2.2781502750678335, -6.87673500805076, 2.8555989215355897]","[-0.2659041755201691, -6.336802485302808, -2.351555873003492, -6.9097896918110875, 2.872766625680566]"
"[-0.2659041755201691, -6.336802485302808, -2.351555873003492, -6.9097896918110875, 2.872766625680566]","[-0.321150120532274, -6.341096593300087, -2.306847837419823, -6.934387275302821, 2.797503746575009]"
"[-0.321150120532274, -6.341096593300087, -2.306847837419823, -6.934387275302821, 2.797503746575009]","[-0.34789898310262174, -6.259093126309298, -2.3985476287931533, -6.9984548346285385, 2.7066457533968684]"
"[-0.34789898310262174, -6.259093126309298, -2.3985476287931533, -6.9984548346285385, 2.7066457533968684]","[-0.2681867275905616, -6.175922291557591, -2.3381093296111586, -7.05363959796741, 2.710587591601134]"
"[-0.2681867275905616, -6.175922291557591, -2.3381093296111586, -7.05363959796741, 2.710587591601134]","[-0.21259545173251246, -6.086279750394112, -2.3876220610302274, -7.150527228455192, 2.7763117985336976]"
"[-0.21259545173251246, -6.086279750394112, -2.3876220610302274, -7.150527228455192, 2.7763117985336976]","[-0.17048839316031628, -5.999632508864393, -2.300568699019096, -7.152584758091287, 2.7184170764236337]"
"[-0.17048839316031628, -5.999632508864393, -2.300568699019096, -7.152584758091287, 2.7184170764236337]","[-0.10347958514979264, -6.0011931593935035, -2.3983440205647204, -7.087111655570021, 2.623734103693803]"
"[-0.10347958514979264, -6.0011931593935035, -2.3983440205647204, -7.087111655570021, 2.623734103693803]","[-0.10700797680118357, -6.05498844871678, -2.352944145739551, -7.1542371436457275, 2.6023037234375863]"
"[-0.10700797680118357, -6.05498844871678, -2.352944145739551, -7.1542371436457275, 2.6023037234375863]","[-0.06154861207431206, -6.109447277631049, -2.363493502885982, -7.200014259728925, 2.579551487408424]"
"[-0.06154861207431206, -6.109447277631049, -2.363493502885982, -7.200014259728925, 2.579551487408424]","[0.02596470859747574, -6.15046111867068, -2.3703466693201105, -7.199420347057685, 2.668487555824955]"
"[0.02596470859747574, -6.15046111867068, -2.3703466693201105, -7.199420347057685, 2.668487555824955]","[0.06880416382529106, -6.063259251909611, -2.2949194049372834, -7.253113970449637, 2.610780748522031]"
"[0.06880416382529106, -6.063259251909611, -2.2949194049372834, -7.253113970449637, 2.610780748522031]","[-0.009107804210884057, -6.123589565145201, -2.3827926026944897, -7.258108875718082, 2.670509727070485]"
"[-0.009107804210884057, -6.123589565145201, -2.3827926026944897, -7.258108875718082, 2.670509727070485]","[-0.06702215708711659, -6.165072843947806, -2.476837140287492, -7.223201525783108, 2.6803844074804024]"
"[-0.06702215708711659, -6.165072843947806, -2.476837140287492, -7.223201525783108, 2.6803844074804024]","[-0.15276868696170495, -6.21859562995511, -2.488134822300285, -7.186757089969422, 2.669341183048465]"
"[-0.15276868696170495, -6.21859562995511, -2.488134822300285, -7.186757089969422, 2.669341183048465]","[-0.22939282407480005, -6.175415858291128, -2.4249847283008816, -7.113915391768784, 2.6979793941548844]"
"[-0.22939282407480005, -6.175415858291128, -2.4249847283008816, -7.113915391768784, 2.6979793941548844]","[-0.2568493909228112, -6.267730929979928, -2.4582676208170335, -7.056655727000289, 2.7196696050041007]"
"[-0.2568493909228112, -6.267730929979928, -2.4582676208170335, -7.056655727000289, 2.7196696050041007]","[-0.1938302681565144, -6.346318997640405, -2.4596567460734517, -6.988235714450311, 2.706993674002792]"
"[-0.1938302681565144, -6.346318997640405, -2.4596567460734517, -6.988235714450311, 2.706993674002792]","[-0.09386564471060896, -6.302373249522722, -2.371881985872134, -6.975192319542704, 2.7266430923087217]"
"[-0.09386564471060896, -6.302373249522722, -2.371881985872134, -6.975192319542704, 2.7266430923087217]","[-0.10372039074157273, -6.372658991765485, -2.272674224845646, -6.895627315683686, 2.708506049914816]"
